Age,BusinessTravel_Travel_Rarely,BusinessTravel_Travel_Frequently,BusinessTravel_Non-Travel,DailyRate,Department_Sales,Department_Research & Development,Department_Human Resources,DistanceFromHome,Education,EducationField_Marketing,EducationField_Medical,EducationField_Life Sciences,EducationField_Human Resources,EducationField_Technical Degree,EducationField_Other,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole_Manager,JobRole_Laboratory Technician,JobRole_Sales Executive,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Human Resources,JobRole_Healthcare Representative,JobRole_Sales Representative,JobSatisfaction,MaritalStatus_Single,MaritalStatus_Married,MaritalStatus_Divorced,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18_Y,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
32.980420233145,0.8039159533710001,0.19608404662899992,0.0,938.918530773711,0.8039159533710001,0.19608404662899992,0.0,5.176504279773999,3.803915953371,0.0,1.0,0.0,0.0,0.0,0.0,1.0,301.000286378079,3.4117478601130005,1.0,37.686437352241,1.3921680932579998,3.0,0.0,0.0,0.8039159533710001,0.19608404662899992,0.0,0.0,0.0,0.0,0.0,3.803915953371,0.0,0.8039159533710001,0.19608404662899992,10330.978415586593,25176.88377296867,1.9804202331449996,1.0,0.0,11.0,3.0,2.803915953371,80.0,0.39216809325799984,14.588252139887,2.5882521398869995,2.196084046629,11.450907393823002,6.431327626968001,7.2352435803390005,6.431327626968001,1
28.24606703187509,0.0273407813194545,0.9726592186805455,0.0,291.21460328687584,0.0,1.0,0.0,2.218726250555636,2.054681562638909,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1512.3389383024337,3.0273407813194546,1.0,38.54681562638909,2.0273407813194546,1.0273407813194546,0.0,0.9726592186805455,0.0,0.0273407813194545,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2606.1669707397386,5345.075296381038,6.835955312083273,1.0,0.0,11.109363125277818,3.0,2.9726592186805454,80.0,0.0,8.054681562638908,2.054681562638909,1.9726592186805454,0.273407813194545,0.0820223439583635,0.0,0.218726250555636,1
29.550953275233255,0.0,1.0,0.0,452.9395139724342,0.5509532752332554,0.44904672476674456,0.0,17.388560697200937,3.101906550466511,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1195.8370042154284,2.898093449533489,1.0,73.55095327523325,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.44904672476674456,0.0,0.0,0.5509532752332554,2.347140174300234,0.44904672476674456,0.5509532752332554,0.0,2215.3129702552983,14597.08022310899,1.0,1.0,0.44904672476674456,20.69428034860047,3.4490467247667445,2.5509532752332555,80.0,0.5509532752332554,1.0,2.4490467247667445,3.101906550466511,1.0,0.0,0.44904672476674456,0.0,1
26.946450024390963,0.0,0.8133136385809965,0.18668636141900352,419.4224913791712,0.0,1.0,0.0,21.013018217295944,1.8133136385809965,0.0,0.18668636141900352,0.8133136385809965,0.0,0.0,0.0,1.0,1735.0793106696694,3.8133136385809965,1.0,74.30680452993303,2.1866863614190035,1.0,0.0,0.18668636141900352,0.0,0.0,0.0,0.8133136385809965,0.0,0.0,0.0,3.8133136385809965,1.0,0.0,0.0,2339.1227966408333,14529.536425381453,1.0,1.0,0.8133136385809965,21.759763662971956,3.8133136385809965,2.373372722838007,80.0,0.0,0.8133136385809965,2.4399409157429894,2.1866863614190035,0.8133136385809965,0.0,0.8133136385809965,0.0,1
34.57982344484794,0.0,0.8599411482826469,0.1400588517173531,775.7277875944907,1.0,0.0,0.0,17.01958803797853,4.0,0.8599411482826469,0.0,0.0,0.0,0.0,0.1400588517173531,1.0,1275.0959200637026,4.0,0.1400588517173531,66.01958803797852,3.1400588517173533,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4627.025473209714,23375.676841175064,1.1204708137388248,1.0,0.8599411482826469,17.159646889695882,3.0,3.1400588517173533,80.0,0.8599411482826469,5.140058851717353,0.2801177034347062,2.1400588517173533,4.0,2.0,2.719882296565294,2.0,1
29.0,0.8964790748508423,0.10352092514915767,0.0,143.36051983221805,0.8964790748508423,0.10352092514915767,0.0,25.65422797306095,2.7929581497016844,0.8964790748508423,0.0,0.0,0.0,0.0,0.10352092514915767,1.0,400.8068128197414,2.103520925149158,0.0,40.07252533230873,3.0,3.0,0.0,0.0,0.8964790748508423,0.0,0.0,0.0,0.0,0.10352092514915767,0.0,4.0,0.10352092514915767,0.8964790748508423,0.0,7630.097200437172,24359.884124387092,0.8964790748508423,1.0,0.10352092514915767,20.964790748508424,3.896479074850842,3.689437224552527,80.0,2.689437224552527,9.896479074850843,2.7929581497016844,2.103520925149158,9.792958149701684,4.310562775447473,1.621125550894946,8.792958149701684,1
31.30434228546781,0.3369572143165237,0.0,0.6630427856834763,1289.2172417076308,1.0,0.0,0.0,15.29347064251824,3.0,0.6630427856834763,0.0,0.0,0.0,0.3369572143165237,0.0,1.0,601.0654210090579,2.010871642949571,1.0,57.22824078482081,3.326085571366953,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.989128357050429,1.0,0.0,0.0,5311.413058714964,4116.91194366536,7.326085571366953,1.0,0.6630427856834763,14.347828857266094,3.0,2.3369572143165236,80.0,0.0,7.989128357050429,2.6630427856834764,2.0,4.663042785683476,2.3369572143165236,0.3369572143165237,3.326085571366953,1
33.84030089783188,0.71007522445797,0.28992477554203,0.0,1273.8718709056293,0.71007522445797,0.28992477554203,0.0,3.13022567337391,3.57984955108406,0.0,0.0,0.28992477554203,0.0,0.71007522445797,0.0,1.0,1204.0829944195889,3.7100752244579702,0.71007522445797,90.05894685758842,3.2899247755420298,3.0,0.0,0.0,0.71007522445797,0.28992477554203,0.0,0.0,0.0,0.0,0.0,1.28992477554203,1.0,0.0,0.0,8962.720679442224,9926.525464690074,0.28992477554203,1.0,0.71007522445797,18.81082746903767,3.7100752244579702,1.0,80.0,0.0,9.28992477554203,2.0,3.0,8.57984955108406,7.28992477554203,4.0,7.0,1
46.99321110078468,1.0,0.0,0.0,943.7065207370536,1.0,0.0,0.0,6.472584970357447,3.0,0.0,0.29451699407148946,0.7054830059285105,0.0,0.0,0.0,1.0,1413.2454381028765,2.5890339881429787,1.0,61.349347053356595,2.7054830059285107,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7054830059285107,0.7054830059285105,0.29451699407148946,0.0,8993.80160897297,21532.821932023715,9.0,1.0,0.7054830059285105,18.41096601185702,3.0,3.0,80.0,0.0,11.472584970357447,2.2945169940714893,2.2945169940714893,9.472584970357447,8.472584970357447,6.70548300592851,4.938381041499573,1
32.77091198947803,1.0,0.0,0.0,359.6789684445533,0.9713639986847535,0.028636001315246462,0.0,4.9427279973695075,3.0,0.9713639986847535,0.028636001315246462,0.0,0.0,0.0,0.0,1.0,486.5177080697081,3.9140919960542604,0.028636001315246462,35.632252074969045,3.0,1.0,0.0,0.028636001315246462,0.0,0.0,0.0,0.0,0.0,0.0,0.9713639986847535,2.942727997369507,0.9713639986847535,0.028636001315246462,0.0,2884.7904815519905,9157.04445632355,1.1145440052609858,1.0,0.9713639986847535,13.0,3.0,2.0286360013152462,80.0,0.028636001315246462,1.143180006576232,2.0859080039457396,3.0,1.0286360013152465,0.057272002630492924,0.0,0.057272002630492924,1
39.40981181156508,0.27868747006804684,0.7213125299319532,0.0,719.4266365537339,0.0,1.0,0.0,24.819687948979297,4.0,0.0,0.7213125299319532,0.27868747006804684,0.0,0.0,0.0,1.0,839.033778136036,1.2786874700680468,0.0,59.01637446122484,2.278687470068047,1.7213125299319532,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.721312529931953,0.7213125299319532,0.27868747006804684,0.0,4634.802798880962,3513.8673961639724,3.2294997605443747,1.0,0.27868747006804684,20.885250119727814,3.721312529931953,1.7213125299319532,80.0,0.8360624102041405,12.049187709523672,3.4426250598639063,3.0,10.770500239455625,6.163937589795859,3.278687470068047,6.606562649659766,1
40.160213727381446,0.9300178106151203,0.06998218938487966,0.0,1032.9275790771237,1.0,0.0,0.0,1.8397862726185559,2.0699821893848798,0.0,0.0,0.9300178106151203,0.0,0.06998218938487966,0.0,1.0,104.99353342593118,1.9300178106151202,0.0,90.99076585645018,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8600356212302405,1.0,0.0,0.0,5977.044060820247,19339.45551436655,7.790053431845361,1.0,0.9300178106151203,11.0,3.0,1.0,80.0,0.0,7.93001781061512,0.2799287575395186,1.0,5.93001781061512,3.9300178106151202,0.0,4.650089053075602,1
27.634962527999786,1.0,0.0,0.0,614.5886654674332,1.0,0.0,0.0,11.827766139428048,2.5192803611428265,0.0,0.0,1.0,0.0,0.0,0.0,1.0,436.99220317715964,1.5192803611428265,0.0,68.11568216685696,1.9614392777143472,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4807196388571736,0.5192803611428264,0.0,4567.652953499429,24786.557841083428,5.884317833143042,1.0,0.5192803611428264,12.442158916571522,3.0,2.038560722285653,80.0,0.5192803611428264,4.0,2.4807196388571735,3.0,2.0,2.0,2.0,1.0385607222856528,1
36.4762385285329,1.0,0.0,0.0,182.0755075288409,0.0,1.0,0.0,12.414723292645368,3.694314886176358,0.0,0.0,0.6943148861763578,0.0,0.30568511382364216,0.0,1.0,1274.1667712834812,4.0,0.30568511382364216,51.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2419.9832346750095,25847.90407214771,1.9170553414709266,1.0,0.6943148861763578,16.362536252060064,3.305685113823642,3.0829446585290734,80.0,0.0,7.6943148861763575,2.611370227647284,3.0,5.860204203234505,1.3886297723527157,4.860204203234505,4.860204203234505,1
39.266020638812094,0.24465978706263503,0.0,0.755340212937365,1270.0605418485097,1.0,0.0,0.0,18.372824897559394,3.244659787062635,0.0,0.0,1.0,0.0,0.0,0.0,1.0,982.0854434069978,1.755340212937365,0.24465978706263503,86.7883714986177,3.51068042587473,3.755340212937365,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.244659787062635,0.755340212937365,0.24465978706263503,0.0,12561.554450443089,16545.226117602397,4.244659787062635,1.0,0.755340212937365,14.776701064686826,3.0,3.755340212937365,80.0,0.0,20.776701064686826,2.0,1.755340212937365,4.180577231814255,0.24465978706263503,2.6912576576889853,1.7126185094384452,1
20.661417797770042,0.6614177977700431,0.33858220222995694,0.0,1142.7010557400743,0.33858220222995694,0.6614177977700431,0.0,9.661417797770042,3.0,0.33858220222995694,0.0,0.6614177977700431,0.0,0.0,0.0,1.0,1078.32283559554,3.338582202229957,0.0,42.09447964013923,2.338582202229957,1.0,0.0,0.6614177977700431,0.0,0.0,0.0,0.0,0.0,0.0,0.33858220222995694,2.015746606689871,1.0,0.0,0.0,1723.094057422571,17240.055143281814,1.0,1.0,0.33858220222995694,13.338582202229958,3.0,1.338582202229957,80.0,0.0,1.338582202229957,4.984253393310129,2.338582202229957,1.338582202229957,0.6771644044599139,0.6614177977700431,0.6771644044599139,1
34.81813991515785,1.0,0.0,0.0,1004.2401516697305,0.0,0.4363720169684303,0.5636279830315697,4.254511932126279,4.0,0.0,0.0,0.4363720169684303,0.5636279830315697,0.0,0.0,1.0,813.3039744537829,3.43637201696843,1.0,76.96390454298977,3.0,1.0,0.0,0.4363720169684303,0.0,0.0,0.0,0.0,0.5636279830315697,0.0,0.0,1.4363720169684302,0.4363720169684303,0.0,0.5636279830315697,1776.2670284614674,24173.39190842999,2.690883949094709,1.0,0.5636279830315697,17.636279830315697,3.56362798303157,2.690883949094709,80.0,0.0,4.381767898189418,2.56362798303157,3.0,2.1272559660631396,1.1272559660631394,0.0,1.1272559660631394,1
46.393597813158735,0.0,0.8866781657895102,0.1133218342104898,1337.8805806053074,0.1133218342104898,0.8866781657895102,0.0,28.11332183421049,2.0,0.0,0.1133218342104898,0.8866781657895102,0.0,0.0,0.0,1.0,1376.5977374973825,1.1133218342104898,1.0,94.96020698421118,1.8866781657895102,2.0,0.0,0.8866781657895102,0.1133218342104898,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4361.625456434185,22608.350314713192,3.5666091710524492,1.0,0.0,19.77335633157902,3.88667816578951,1.3399655026314692,80.0,0.0,18.52681615526363,2.453287336841959,3.0,3.7733563315790204,2.88667816578951,1.1133218342104898,2.88667816578951,1
31.715236777186387,1.0,0.0,0.0,620.7366295296871,0.0,1.0,0.0,11.22058496531156,3.2419777178122433,0.0,0.0,0.25267409406258556,0.0,0.0,0.7473259059374144,1.0,988.7753760987428,2.7473259059374144,0.7473259059374144,37.73662952968707,2.2526740940625856,1.2526740940625856,0.0,0.7473259059374144,0.0,0.25267409406258556,0.0,0.0,0.0,0.0,0.0,2.2526740940625856,0.0,0.25267409406258556,0.7473259059374144,3851.1445122587866,10060.860947108746,0.7473259059374144,1.0,1.0,22.73662952968707,3.7473259059374144,3.2419777178122433,80.0,1.0,4.747325905937414,2.2526740940625856,1.7580222821877567,3.7473259059374144,2.0,0.0,2.0,1
26.904080408852195,1.0,0.0,0.0,886.5752445652653,0.0,0.7904080408852193,0.20959195911478068,1.2095919591147806,2.7904080408852194,0.0,0.0,0.0,0.0,1.0,0.0,1.0,355.75146112453166,2.580816081770439,1.0,78.08346534921223,2.7904080408852194,1.0,0.0,0.0,0.0,0.0,0.0,0.7904080408852193,0.20959195911478068,0.0,0.0,3.2095919591147806,1.0,0.0,0.0,2164.053531312079,19480.338613968488,0.20959195911478068,1.0,0.0,13.580816081770438,3.0,3.7904080408852194,80.0,0.0,5.742448245311316,1.4191839182295614,2.419183918229561,4.952040204426097,1.5808160817704386,0.7904080408852193,3.9520402044260967,1
41.468012727020145,0.748222929278897,0.0,0.251777070721103,1282.1990319207634,0.748222929278897,0.251777070721103,0.0,13.524878990095441,2.748222929278897,0.0,0.0,0.748222929278897,0.0,0.251777070721103,0.0,1.0,1670.8514453424918,2.748222929278897,0.251777070721103,66.01421656576882,2.748222929278897,3.0,0.0,0.0,0.748222929278897,0.0,0.0,0.0,0.0,0.251777070721103,0.0,1.748222929278897,0.251777070721103,0.748222929278897,0.0,7668.502115575313,13594.057170885853,3.992891717115588,1.0,0.0,18.734006363510073,3.748222929278897,2.496445858557794,80.0,2.244668787836691,12.992891717115588,2.0,2.748222929278897,8.503554141442207,7.0,0.251777070721103,7.503554141442206,1
33.57164206750248,1.0,0.0,0.0,617.7148644602868,1.0,0.0,0.0,14.620897918354832,2.5238806891674934,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1767.0044834175521,2.047761378334987,1.0,60.194034458374674,2.047761378334987,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.047761378334987,1.0,0.0,0.0,6251.982004587571,12851.619526930279,3.3805965541625325,1.0,0.5238806891674935,16.57164206750248,3.0,3.047761378334987,80.0,0.0,10.0,2.0,3.0,5.238806891674935,3.667164824172455,3.667164824172455,3.667164824172455,1
22.696660880562174,1.0,0.0,0.0,430.03848666510237,0.7689586949648641,0.23104130503513587,0.0,17.37917389929728,1.4620826100702717,0.7689586949648641,0.0,0.23104130503513587,0.0,0.0,0.0,1.0,490.9199096592604,3.3068760848945926,0.7689586949648641,54.38978479566758,3.0,1.0,0.0,0.23104130503513587,0.0,0.0,0.0,0.0,0.0,0.0,0.7689586949648641,2.5379173899297283,0.7689586949648641,0.0,0.23104130503513587,1767.1854807090192,26773.56069768794,1.0,1.0,1.0,17.38271086475405,3.0,4.0,80.0,0.23104130503513587,0.23104130503513587,2.0,2.231041305035136,0.23104130503513587,0.0,0.0,0.0,1
41.99399734204748,0.0,1.0,0.0,637.2349407946699,1.0,0.0,0.0,5.574858661687157,3.618761778192737,0.0,0.0,0.0,0.0,0.3812382218072631,0.6187617781927369,1.0,1255.5830949559163,2.8562853345782107,0.6187617781927369,69.56285334578212,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.618761778192737,1.0,0.0,0.0,5123.344036014132,17340.2097439029,3.762476443614526,1.0,0.6187617781927369,12.85628533457821,3.0,2.8562853345782107,80.0,0.0,5.762476443614526,4.0,2.237523556385474,1.9061911090363153,1.1437146654217893,0.0,0.0,1
47.50926986410641,1.0,0.0,0.0,1210.2992841840069,0.0,1.0,0.0,6.992054402194506,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1140.342412310191,1.9973514673981685,1.0,64.91789548934322,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.49867573369908424,0.5013242663009158,0.0,2697.870973507065,10578.345812447347,5.010594130407326,1.0,1.0,11.501324266300916,3.0,3.0,80.0,1.5039727989027472,12.015891195610989,2.9973514673981683,3.501324266300916,8.005297065203663,1.994702934796337,1.0026485326018315,4.506621331504579,1
26.165504078082904,0.4028746601597578,0.0,0.5971253398402422,322.1080108748877,0.0,1.0,0.0,6.179877378881695,2.4028746601597577,0.0,0.5971253398402422,0.4028746601597578,0.0,0.0,0.0,1.0,689.6497542005011,2.5971253398402423,1.0,46.40287466015976,2.0,1.0,0.0,0.4028746601597578,0.0,0.0,0.0,0.5971253398402422,0.0,0.0,0.0,2.2086239804792736,1.0,0.0,0.0,1829.8957892652552,9886.492492367302,0.4028746601597578,1.0,0.5971253398402422,22.0,4.0,1.8057493203195156,80.0,0.0,2.7913760195207264,1.2086239804792736,2.5971253398402423,2.1942506796804846,1.1942506796804844,1.0,1.1942506796804844,1
37.02424011651864,1.0,0.0,0.0,875.4347832916517,0.24393997087033936,0.7560600291296606,0.0,7.366679359147465,3.2439399708703394,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1552.5090424468915,2.5121200582593213,0.7560600291296606,70.99846119431609,2.7560600291296606,2.0,0.0,0.0,0.24393997087033936,0.7560600291296606,0.0,0.0,0.0,0.0,0.0,2.0,0.24393997087033936,0.7560600291296606,0.0,4792.551367457193,7692.518275280995,3.0242401165186426,1.0,0.24393997087033936,13.927279650444072,3.2439399708703394,1.4878799417406787,80.0,1.5121200582593213,9.195459737833055,2.0,3.2439399708703394,7.439399708703394,3.707579796092375,3.1954597378330547,5.463639825222036,1
23.62920206199656,1.0,0.0,0.0,451.50346329782786,0.0,0.4629202061996559,0.5370797938003441,12.647164742592086,3.3887606185989676,0.0,0.0,0.0,0.0,1.0,0.0,1.0,565.5370797938003,1.9258404123993118,0.5370797938003441,60.79548391779346,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4629202061996559,0.5370797938003441,0.0,0.0,3.074159587600688,0.5370797938003441,0.4629202061996559,0.0,2555.6674362884064,18373.579931750646,2.8516808247986236,1.0,0.0,13.851680824798624,3.0,2.537079793800344,80.0,0.0,3.3146010309982796,2.537079793800344,4.0,1.462920206199656,0.9258404123993118,0.4629202061996559,0.4629202061996559,1
35.40898902318385,0.10224725579596294,0.8977527442040371,0.0,631.1213287496191,0.8977527442040371,0.10224725579596294,0.0,18.511236278979815,3.897752744204037,0.8977527442040371,0.10224725579596294,0.0,0.0,0.0,0.0,1.0,1372.8426920942825,3.897752744204037,0.10224725579596294,69.65842865069504,3.0,1.8977527442040372,0.0,0.0,0.8977527442040371,0.0,0.0,0.10224725579596294,0.0,0.0,0.0,2.7955054884080743,0.10224725579596294,0.8977527442040371,0.0,4541.404448384867,23172.051611927378,0.0,1.0,0.8977527442040371,17.488763721020185,3.0,2.7955054884080743,80.0,0.8977527442040371,5.102247255795963,0.2044945115919259,2.102247255795963,4.102247255795963,2.0,2.693258232612111,2.102247255795963,1
29.0,0.9470674904902782,0.05293250950972184,0.0,132.4334220540999,0.9470674904902782,0.05293250950972184,0.0,26.311877376373616,2.8941349809805565,0.9470674904902782,0.0,0.0,0.0,0.0,0.05293250950972184,1.0,343.23719582206354,2.0529325095097217,0.0,37.59369296597637,3.0,3.0,0.0,0.0,0.9470674904902782,0.0,0.0,0.0,0.0,0.05293250950972184,0.0,4.0,0.05293250950972184,0.9470674904902782,0.0,7634.447804182164,24440.572647331996,0.9470674904902782,1.0,0.05293250950972184,21.47067490490278,3.9470674904902783,3.8412024714708344,80.0,2.8412024714708344,9.947067490490278,2.8941349809805565,2.0529325095097217,9.894134980980557,4.158797528529165,1.3175950570583312,8.894134980980557,1
28.153545066254917,1.0,0.0,0.0,414.85628496333516,0.0,0.9153545066254917,0.08464549337450833,23.053153652386307,4.746063519876476,0.0,0.0,0.0,0.0,1.0,0.0,1.0,565.0846454933745,2.830709013250983,0.08464549337450833,69.39173562588434,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9153545066254917,0.08464549337450833,0.0,0.0,2.169290986749017,0.08464549337450833,0.9153545066254917,0.0,2547.523618880741,18311.59643259231,4.661418026501966,1.0,0.0,15.661418026501966,3.0,2.0846454933745084,80.0,0.0,5.576772533127459,2.0846454933745084,4.0,1.9153545066254916,1.8307090132509833,0.9153545066254917,0.9153545066254917,1
43.77259170030011,0.24548165993997806,0.7545183400600219,0.0,372.0345665238541,1.0,0.0,0.0,25.018073360240088,3.509036680120044,0.24548165993997806,0.0,0.7545183400600219,0.0,0.0,0.0,1.0,636.8675212915242,1.4909633198799561,0.24548165993997806,92.1445868819207,2.754518340060022,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4909633198799561,0.0,1.0,0.0,4800.038595914314,5747.83119677119,2.0,1.0,0.24548165993997806,13.509036680120044,3.0,3.263555020180066,80.0,2.0,5.736444979819934,4.490963319879956,3.0,2.2274082996998903,1.7364449798199342,0.24548165993997806,0.0,1
37.72424702793856,1.0,0.0,0.0,835.3805548417506,0.2463210039912228,0.7536789960087772,0.0,13.522073976052663,3.0,0.2463210039912228,0.0,0.0,0.0,0.0,0.7536789960087772,1.0,1085.4996565428064,1.0,0.7536789960087772,81.9852840159649,2.507357992017554,2.0,0.0,0.7536789960087772,0.2463210039912228,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2463210039912228,0.0,0.7536789960087772,4960.116354043506,8259.749557509684,7.2463210039912225,1.0,0.0,13.753678996008777,3.0,2.0,80.0,0.7536789960087772,8.507357992017555,2.753678996008777,2.0,1.7389630119736683,0.7389630119736684,0.2463210039912228,0.7389630119736684,1
30.926357230044438,1.0,0.0,0.0,641.650484628728,0.0,0.0,1.0,11.45891421596445,3.3852714460088875,0.0,0.0,0.0,0.6147285539911124,0.38527144600888763,0.0,1.0,1698.7526648546493,1.0,0.6147285539911124,54.45891421596445,2.3852714460088875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7705428920177753,0.0,0.38527144600888763,0.6147285539911124,2491.805478525617,3124.2519270892444,2.844185661973337,1.0,0.6147285539911124,15.0,3.0,4.0,80.0,1.844185661973337,3.229457107982225,1.844185661973337,3.0,2.0,2.0,2.0,0.7705428920177753,1
31.480000440402844,1.0,0.0,0.0,761.4400049912323,0.7200000489336493,0.27999995106635067,0.0,18.120001027606634,3.7200000489336493,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1222.7200465359006,1.0,0.27999995106635067,54.279997504383886,2.2799999510663507,1.7200000489336493,0.0,0.27999995106635067,0.7200000489336493,0.0,0.0,0.0,0.0,0.0,0.0,1.7200000489336493,0.7200000489336493,0.27999995106635067,0.0,4439.960027794313,8257.6799226359,1.3999997553317534,1.0,0.7200000489336493,20.200000489336492,3.7200000489336493,3.0,80.0,0.27999995106635067,13.200000489336492,2.839999853199052,3.7200000489336493,11.36000063613744,7.040000342535546,7.200000489336493,7.760000391469195,1
33.55849397352238,0.6576602410591048,0.3423397589408952,0.0,552.458180675743,1.0,0.0,0.0,6.2612819284728385,2.6846795178817904,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1646.1155541592416,1.3423397589408952,1.0,76.90083373246327,2.342339758940895,1.3423397589408952,0.0,0.0,0.3423397589408952,0.0,0.0,0.0,0.0,0.0,0.6576602410591048,1.6846795178817904,0.0,0.6576602410591048,0.3423397589408952,5196.966958814404,14864.65104346179,4.369359035763581,1.0,0.0,12.0,3.0,2.027019276822686,80.0,0.6846795178817904,8.054038553645372,2.342339758940895,3.0,4.027019276822686,2.342339758940895,1.3153204821182096,1.6576602410591048,1
26.566437868858543,1.0,0.0,0.0,1198.9058590759307,0.0,0.6757783755583141,0.3242216244416859,6.972664873325058,3.324221624441686,0.0,0.0,0.6757783755583141,0.0,0.3242216244416859,0.0,1.0,1023.6893856337459,2.351556751116628,0.6757783755583141,59.43356213114146,3.675778375558314,1.0,0.0,0.6757783755583141,0.0,0.0,0.0,0.0,0.3242216244416859,0.0,0.0,1.6484432488833718,0.0,1.0,0.0,1970.9368734879636,3324.065334083251,1.0,1.0,0.6757783755583141,19.054670253349883,3.675778375558314,3.324221624441686,80.0,1.3515567511166282,1.324221624441686,1.3515567511166282,3.0,0.6484432488833718,0.6484432488833718,0.6484432488833718,0.6484432488833718,1
29.245608395095665,0.7543916049043361,0.2456083950956639,0.0,173.3145881553764,1.0,0.0,0.0,26.754391604904335,3.245608395095664,1.0,0.0,0.0,0.0,0.0,0.0,1.0,286.92973432153065,2.245608395095664,0.0,39.17534271662629,2.754391604904336,2.754391604904336,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2631748147130084,0.2456083950956639,0.7543916049043361,0.0,7407.391283424789,24142.342120440957,1.9824335803826556,1.0,0.0,20.280741234330353,3.754391604904336,3.754391604904336,80.0,2.2631748147130084,9.754391604904336,3.491216790191328,2.0,9.017566419617344,3.754391604904336,0.7543916049043361,7.035132839234689,1
31.45403631363713,1.0,0.0,0.0,379.14943095121924,0.11350907840928237,0.8864909215907176,0.0,21.205436451135025,3.7729818431814355,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1418.0583240727763,3.6594727647721528,1.0,93.57314594203798,2.7729818431814355,2.0,0.0,0.0,0.11350907840928237,0.8864909215907176,0.0,0.0,0.0,0.0,0.0,3.1135090784092823,0.0,0.8864909215907176,0.11350907840928237,6095.1167910555405,21175.162950624064,1.5675453920464117,1.0,1.0,14.886490921590717,3.0,4.0,80.0,2.0,9.659472764772152,2.8864909215907177,2.0,9.091927372725742,2.0,5.545963686362871,6.432454607953588,1
26.898540948629233,0.7753647628426916,0.22463523715730838,0.0,1224.1401276055344,0.22463523715730838,0.7753647628426916,0.0,15.101459051370767,4.0,0.0,0.7753647628426916,0.22463523715730838,0.0,0.0,0.0,1.0,451.0573502379563,1.2246352371573084,1.0,51.514421877561944,2.775364762842692,1.0,0.0,0.7753647628426916,0.0,0.0,0.0,0.0,0.0,0.0,0.22463523715730838,1.7753647628426916,0.0,0.22463523715730838,0.7753647628426916,2296.6240193665153,14245.14421877562,1.7753647628426916,1.0,0.7753647628426916,14.12317618578654,3.0,3.775364762842692,80.0,1.0,4.1014590513707665,2.0,3.224635237157308,2.5507295256853832,1.5507295256853832,0.0,1.5507295256853832,1
